icpprf_acnt30004,Intuit@!123,CSTEO,DELUX,EFILE
icpprf_acnt30005,Intuit@!123,SXEPT,DELUX,EFILE
icpprf_acnt30006,Intuit@!123,XXOEX,DELUX,EFILE
icpprf_acnt30007,Intuit@!123,DKTQO,DELUX,EFILE
icpprf_acnt30008,Intuit@!123,FBRXW,DELUX,EFILE
icpprf_acnt30009,Intuit@!123,CMKNP,DELUX,EFILE
icpprf_acnt30010,Intuit@!123,YDVYO,DELUX,EFILE
icpprf_acnt30011,Intuit@!123,BREDS,DELUX,EFILE
icpprf_acnt30012,Intuit@!123,KWVTM,DELUX,EFILE
icpprf_acnt30013,Intuit@!123,YOGPJ,DELUX,EFILE
icpprf_acnt30014,Intuit@!123,LDMIE,DELUX,EFILE
icpprf_acnt30015,Intuit@!123,SOGPK,DELUX,EFILE
icpprf_acnt30016,Intuit@!123,OVDPO,DELUX,EFILE
icpprf_acnt30017,Intuit@!123,GZERS,DELUX,EFILE
icpprf_acnt30018,Intuit@!123,RPLGQ,DELUX,EFILE
icpprf_acnt30019,Intuit@!123,AZKNG,DELUX,EFILE
icpprf_acnt30020,Intuit@!123,KSSEP,DELUX,EFILE
icpprf_acnt30021,Intuit@!123,LNRQD,DELUX,EFILE
icpprf_acnt30022,Intuit@!123,DRQGW,DELUX,EFILE
icpprf_acnt30023,Intuit@!123,VWUWL,DELUX,EFILE
icpprf_acnt30024,Intuit@!123,LBGPQ,DELUX,EFILE
icpprf_acnt30025,Intuit@!123,JXOJA,DELUX,EFILE
icpprf_acnt30026,Intuit@!123,CVVKI,DELUX,EFILE
icpprf_acnt30027,Intuit@!123,ZXSCU,DELUX,EFILE
icpprf_acnt30028,Intuit@!123,TLUFF,DELUX,EFILE
icpprf_acnt30029,Intuit@!123,VMXWX,DELUX,EFILE
icpprf_acnt30030,Intuit@!123,RSPSB,DELUX,EFILE
icpprf_acnt30031,Intuit@!123,ESXHP,DELUX,EFILE
icpprf_acnt30032,Intuit@!123,QASJJ,DELUX,EFILE
icpprf_acnt30033,Intuit@!123,FQKMY,DELUX,EFILE
icpprf_acnt30034,Intuit@!123,NITJM,DELUX,EFILE
icpprf_acnt30035,Intuit@!123,DPYZA,DELUX,EFILE
icpprf_acnt30036,Intuit@!123,PIZRY,DELUX,EFILE
icpprf_acnt30037,Intuit@!123,NXCZW,DELUX,EFILE
icpprf_acnt30038,Intuit@!123,HHUME,DELUX,EFILE
icpprf_acnt30039,Intuit@!123,ZGSWB,DELUX,EFILE
icpprf_acnt30040,Intuit@!123,FAZTR,DELUX,EFILE
icpprf_acnt30041,Intuit@!123,LPVGE,DELUX,EFILE
icpprf_acnt30042,Intuit@!123,XRUFT,DELUX,EFILE
icpprf_acnt30043,Intuit@!123,JBFLZ,DELUX,EFILE
icpprf_acnt30044,Intuit@!123,VZUBI,DELUX,EFILE
icpprf_acnt30045,Intuit@!123,SKDSC,DELUX,EFILE
icpprf_acnt30046,Intuit@!123,ERGEI,DELUX,EFILE
icpprf_acnt30047,Intuit@!123,GYOQQ,DELUX,EFILE
icpprf_acnt30048,Intuit@!123,JXDQQ,DELUX,EFILE
icpprf_acnt30049,Intuit@!123,RXIIY,DELUX,EFILE
icpprf_acnt30050,Intuit@!123,ZJMDU,DELUX,EFILE
icpprf_acnt30051,Intuit@!123,GTCDG,DELUX,EFILE
icpprf_acnt30052,Intuit@!123,GLCDN,DELUX,EFILE
icpprf_acnt30053,Intuit@!123,FYLYL,DELUX,EFILE
icpprf_acnt30054,Intuit@!123,FDLQP,DELUX,EFILE
icpprf_acnt30055,Intuit@!123,BNASF,DELUX,EFILE
icpprf_acnt30056,Intuit@!123,BNFWQ,DELUX,EFILE
icpprf_acnt30057,Intuit@!123,UQLCA,DELUX,EFILE
icpprf_acnt30058,Intuit@!123,ZXLXW,DELUX,EFILE
icpprf_acnt30059,Intuit@!123,JRDIC,DELUX,EFILE
icpprf_acnt30060,Intuit@!123,YURMA,DELUX,EFILE
icpprf_acnt30061,Intuit@!123,WEXHY,DELUX,EFILE
icpprf_acnt30062,Intuit@!123,MODUS,DELUX,EFILE
icpprf_acnt30063,Intuit@!123,JOWAD,DELUX,EFILE
icpprf_acnt30064,Intuit@!123,DTDWP,DELUX,EFILE
icpprf_acnt30065,Intuit@!123,SOICF,DELUX,EFILE
icpprf_acnt30066,Intuit@!123,TSAVV,DELUX,EFILE
icpprf_acnt30067,Intuit@!123,HNUHT,DELUX,EFILE
icpprf_acnt30068,Intuit@!123,BROMG,DELUX,EFILE
icpprf_acnt30069,Intuit@!123,MJEFE,DELUX,EFILE
icpprf_acnt30070,Intuit@!123,CDITK,DELUX,EFILE
icpprf_acnt30071,Intuit@!123,KDPNM,DELUX,EFILE
icpprf_acnt30072,Intuit@!123,OKSJW,DELUX,EFILE
icpprf_acnt30073,Intuit@!123,IRDFD,DELUX,EFILE
icpprf_acnt30074,Intuit@!123,YSXHZ,DELUX,EFILE
icpprf_acnt30075,Intuit@!123,MFFOD,DELUX,EFILE
icpprf_acnt30076,Intuit@!123,WBVPS,DELUX,EFILE
icpprf_acnt30077,Intuit@!123,OJEGX,DELUX,EFILE
icpprf_acnt30078,Intuit@!123,WRYBX,DELUX,EFILE
icpprf_acnt30079,Intuit@!123,UZNEN,DELUX,EFILE
icpprf_acnt30080,Intuit@!123,RSLZK,DELUX,EFILE
icpprf_acnt30081,Intuit@!123,FUFBI,DELUX,EFILE
icpprf_acnt30082,Intuit@!123,XKKKW,DELUX,EFILE
icpprf_acnt30083,Intuit@!123,ODKGJ,DELUX,EFILE
icpprf_acnt30084,Intuit@!123,KGDGL,DELUX,EFILE
icpprf_acnt30085,Intuit@!123,QGYDC,DELUX,EFILE
icpprf_acnt30086,Intuit@!123,XZPYF,DELUX,EFILE
icpprf_acnt30087,Intuit@!123,RCLGX,DELUX,EFILE
icpprf_acnt30088,Intuit@!123,BMSSQ,DELUX,EFILE
icpprf_acnt30089,Intuit@!123,SYYKT,DELUX,EFILE
icpprf_acnt30090,Intuit@!123,PLTBI,DELUX,EFILE
icpprf_acnt30091,Intuit@!123,OXVTB,DELUX,EFILE
icpprf_acnt30092,Intuit@!123,HOAUG,DELUX,EFILE
icpprf_acnt30093,Intuit@!123,CAQOB,DELUX,EFILE
icpprf_acnt30094,Intuit@!123,WDGKW,DELUX,EFILE
icpprf_acnt30095,Intuit@!123,MRLAX,DELUX,EFILE
icpprf_acnt30096,Intuit@!123,IGAMM,DELUX,EFILE
icpprf_acnt30097,Intuit@!123,BLXLH,DELUX,EFILE
icpprf_acnt30098,Intuit@!123,KOLKI,DELUX,EFILE
icpprf_acnt30099,Intuit@!123,RUYCK,DELUX,EFILE
icpprf_acnt30100,Intuit@!123,ZITMG,DELUX,EFILE
icpprf_acnt30101,Intuit@!123,UQTXU,DELUX,EFILE
icpprf_acnt30102,Intuit@!123,FBTQX,DELUX,EFILE
icpprf_acnt30103,Intuit@!123,NMJXA,DELUX,EFILE
icpprf_acnt30104,Intuit@!123,MXDWD,DELUX,EFILE
icpprf_acnt30105,Intuit@!123,FLUPA,DELUX,EFILE
icpprf_acnt30106,Intuit@!123,OXYOW,DELUX,EFILE
icpprf_acnt30107,Intuit@!123,LMRIF,DELUX,EFILE
icpprf_acnt30108,Intuit@!123,CBSCK,DELUX,EFILE
icpprf_acnt30109,Intuit@!123,RJHYP,DELUX,EFILE
icpprf_acnt30110,Intuit@!123,IJQOP,DELUX,EFILE
icpprf_acnt30111,Intuit@!123,DDYBD,DELUX,EFILE
icpprf_acnt30112,Intuit@!123,ANDZD,DELUX,EFILE
icpprf_acnt30113,Intuit@!123,HPLKU,DELUX,EFILE
icpprf_acnt30114,Intuit@!123,QMJUM,DELUX,EFILE
icpprf_acnt30115,Intuit@!123,KKVKJ,DELUX,EFILE
icpprf_acnt30116,Intuit@!123,IZEYU,DELUX,EFILE
icpprf_acnt30117,Intuit@!123,JRJUZ,DELUX,EFILE
icpprf_acnt30118,Intuit@!123,CEGAO,DELUX,EFILE
icpprf_acnt30119,Intuit@!123,GIJPE,DELUX,EFILE
icpprf_acnt30120,Intuit@!123,YULJE,DELUX,EFILE
icpprf_acnt30121,Intuit@!123,BPYKS,DELUX,EFILE
icpprf_acnt30122,Intuit@!123,EZLYF,DELUX,EFILE
icpprf_acnt30123,Intuit@!123,OLNLQ,DELUX,EFILE
icpprf_acnt30124,Intuit@!123,WPWTI,DELUX,EFILE
icpprf_acnt30125,Intuit@!123,OIXKW,DELUX,EFILE
icpprf_acnt30126,Intuit@!123,QHVRP,DELUX,EFILE
icpprf_acnt30127,Intuit@!123,JKBVS,DELUX,EFILE
icpprf_acnt30128,Intuit@!123,WPZLS,DELUX,EFILE
icpprf_acnt30129,Intuit@!123,PNCAF,DELUX,EFILE
icpprf_acnt30130,Intuit@!123,OSLDK,DELUX,EFILE
icpprf_acnt30131,Intuit@!123,KKSLO,DELUX,EFILE
icpprf_acnt30132,Intuit@!123,VZWBP,DELUX,EFILE
icpprf_acnt30133,Intuit@!123,ZJKCH,DELUX,EFILE
icpprf_acnt30134,Intuit@!123,QUZZG,DELUX,EFILE
icpprf_acnt30135,Intuit@!123,SCWKX,DELUX,EFILE
icpprf_acnt30136,Intuit@!123,DXSVN,DELUX,EFILE
icpprf_acnt30137,Intuit@!123,OZRTB,DELUX,EFILE
icpprf_acnt30138,Intuit@!123,VTRGD,DELUX,EFILE
icpprf_acnt30139,Intuit@!123,PVJTM,DELUX,EFILE
icpprf_acnt30140,Intuit@!123,MQNTM,DELUX,EFILE
icpprf_acnt30141,Intuit@!123,JSYKS,DELUX,EFILE
icpprf_acnt30142,Intuit@!123,ULXJT,DELUX,EFILE
icpprf_acnt30143,Intuit@!123,FDGTO,DELUX,EFILE
icpprf_acnt30144,Intuit@!123,URPJY,DELUX,EFILE
icpprf_acnt30145,Intuit@!123,ZOQMH,DELUX,EFILE
icpprf_acnt30146,Intuit@!123,SQBFU,DELUX,EFILE
icpprf_acnt30147,Intuit@!123,VUFBF,DELUX,EFILE
icpprf_acnt30148,Intuit@!123,GOQJM,DELUX,EFILE
icpprf_acnt30149,Intuit@!123,TFJAI,DELUX,EFILE
icpprf_acnt30150,Intuit@!123,WRNFZ,DELUX,EFILE
icpprf_acnt30151,Intuit@!123,HFSBO,DELUX,EFILE
icpprf_acnt30152,Intuit@!123,GSYLM,DELUX,EFILE
icpprf_acnt30153,Intuit@!123,ROCUG,DELUX,EFILE
icpprf_acnt30154,Intuit@!123,ZNSVS,DELUX,EFILE
icpprf_acnt30155,Intuit@!123,SNSOA,DELUX,EFILE
icpprf_acnt30156,Intuit@!123,ELYXA,DELUX,EFILE
icpprf_acnt30157,Intuit@!123,POPPU,DELUX,EFILE
icpprf_acnt30158,Intuit@!123,QLXZP,DELUX,EFILE
icpprf_acnt30159,Intuit@!123,CZLNE,DELUX,EFILE
icpprf_acnt30160,Intuit@!123,MJLUD,DELUX,EFILE
icpprf_acnt30161,Intuit@!123,WZSUN,DELUX,EFILE
icpprf_acnt30162,Intuit@!123,YLNHZ,DELUX,EFILE
icpprf_acnt30163,Intuit@!123,FPNTJ,DELUX,EFILE
icpprf_acnt30164,Intuit@!123,FAKIJ,DELUX,EFILE
icpprf_acnt30165,Intuit@!123,UNESV,DELUX,EFILE
icpprf_acnt30166,Intuit@!123,DEUBG,DELUX,EFILE
icpprf_acnt30167,Intuit@!123,QIXUM,DELUX,EFILE
icpprf_acnt30168,Intuit@!123,ZUFMA,DELUX,EFILE
icpprf_acnt30169,Intuit@!123,QIKNN,DELUX,EFILE
icpprf_acnt30170,Intuit@!123,FVMXS,DELUX,EFILE
icpprf_acnt30171,Intuit@!123,UTDMD,DELUX,EFILE
icpprf_acnt30172,Intuit@!123,EXUEW,DELUX,EFILE
icpprf_acnt30173,Intuit@!123,YQUFX,DELUX,EFILE
icpprf_acnt30174,Intuit@!123,OIVXZ,DELUX,EFILE
icpprf_acnt30175,Intuit@!123,EUWAY,DELUX,EFILE
icpprf_acnt30176,Intuit@!123,PSENU,DELUX,EFILE
icpprf_acnt30177,Intuit@!123,VTDBV,DELUX,EFILE
icpprf_acnt30178,Intuit@!123,XEVKQ,DELUX,EFILE
icpprf_acnt30179,Intuit@!123,WEGOE,DELUX,EFILE
icpprf_acnt30180,Intuit@!123,MKYLB,DELUX,EFILE
icpprf_acnt30181,Intuit@!123,TZXJX,DELUX,EFILE
