perf_000000001,Intuit123,perf_000000001@exacttarget.com,101049677a57848e1b9b9b3063995611c,123148453201924
perf_000000002,Intuit123,perf_000000002@exacttarget.com,1b4cc07fcf21c4460aac1f115a62624f9,123148453213994
perf_000000003,Intuit123,perf_000000003@exacttarget.com,1255821102cce4d149e2221af57f1fa98,123148453226164
perf_000000004,Intuit123,perf_000000004@exacttarget.com,134e37d19eef2433abc8902655944f719,123148453227604
perf_000000005,Intuit123,perf_000000005@exacttarget.com,14dec42371ff240a4b7e697b86a56154c,123148453229099
perf_000000006,Intuit123,perf_000000006@exacttarget.com,1178b2980e1b24acdbb3ec69c7468e54c,123148453230734
perf_000000007,Intuit123,perf_000000007@exacttarget.com,192407d6232e64eebab2920c86fb15d72,123148453231434
perf_000000008,Intuit123,perf_000000008@exacttarget.com,1320732ebf2bf4c1e9d1092a7b0c09be9,123148453232249
perf_000000009,Intuit123,perf_000000009@exacttarget.com,1a80244ed26c5407c804853bc8404ab25,123148453233724
perf_000000010,Intuit123,perf_000000010@exacttarget.com,191aca87ab00e4835afeb3bf9da6fc5f0,123148453234549
perf_000000011,Intuit123,perf_000000011@exacttarget.com,1d8be6d2943dd47f4ae0d96c8fb1b11ae,123148453235214
perf_000000012,Intuit123,perf_000000012@exacttarget.com,1008181f391c5423eb26103af12a435b7,123148453236869
perf_000000013,Intuit123,perf_000000013@exacttarget.com,15ed88c36d40d474589f6264a62dbf956,123148453237764
perf_000000014,Intuit123,perf_000000014@exacttarget.com,1d41bf16f158b47f6a78d1cb05e59a8cc,123148453238619
perf_000000015,Intuit123,perf_000000015@exacttarget.com,10b3bee6a29ed4451a77123ec740332d5,123148453239419
perf_000000016,Intuit123,perf_000000016@exacttarget.com,1643e79ee19a541448a186a0feab6cb9e,123148453240329
perf_000000017,Intuit123,perf_000000017@exacttarget.com,1844b7f55a72a48e5b1cb4109d1df932a,123148453241014
perf_000000018,Intuit123,perf_000000018@exacttarget.com,1cb85f72943664499917c904c9efe09a6,123148453242024
perf_000000019,Intuit123,perf_000000019@exacttarget.com,19e85501cfdc647e8bf7c095d4f4db828,123148453242939
perf_000000020,Intuit123,perf_000000020@exacttarget.com,153d4abfac279433090594e3f6f47773f,123148453243699
perf_000000021,Intuit123,perf_000000021@exacttarget.com,119a9d6a91fb444eba823208de4fde967,123148453244749
perf_000000022,Intuit123,perf_000000022@exacttarget.com,1bfbff8789fae45d78ad00bd1283a555b,123148453245569
perf_000000023,Intuit123,perf_000000023@exacttarget.com,14994f9201c614ec68f6ded93a9a64ed6,123148453246389
perf_000000024,Intuit123,perf_000000024@exacttarget.com,11565c09f20784b92ad3b701176a88e86,123148453247354
perf_000000025,Intuit123,perf_000000025@exacttarget.com,126a9a512bf9f4b238f3be8a78ca1cc21,123148453248119
perf_000000026,Intuit123,perf_000000026@exacttarget.com,1e9ce105fa0884449bba116b67a82830c,123148453249004
perf_000000027,Intuit123,perf_000000027@exacttarget.com,112f2d53a99684f45a8b911d33020fe5c,123148453249854
perf_000000028,Intuit123,perf_000000028@exacttarget.com,106a391ab1e5c4a5da0cecc26d4a3ed1f,123148453250759
perf_000000029,Intuit123,perf_000000029@exacttarget.com,15d19b9b5de5a496f986b6f1b67d5c437,123148453251594
perf_000000030,Intuit123,perf_000000030@exacttarget.com,1cc6fb587dda84037927e871a3fef15ac,123148453252509
perf_000000031,Intuit123,perf_000000031@exacttarget.com,150e2a56b760e4b9095efd1a6d3010807,123148453253939
