123148453201924,perf_000000001,Intuit123,perf_000000001@exacttarget.com,101049677a57848e1b9b9b3063995611c
123148453213994,perf_000000002,Intuit123,perf_000000002@exacttarget.com,1b4cc07fcf21c4460aac1f115a62624f9
123148453226164,perf_000000003,Intuit123,perf_000000003@exacttarget.com,1255821102cce4d149e2221af57f1fa98
123148453227604,perf_000000004,Intuit123,perf_000000004@exacttarget.com,134e37d19eef2433abc8902655944f719
123148453229099,perf_000000005,Intuit123,perf_000000005@exacttarget.com,14dec42371ff240a4b7e697b86a56154c
123148453230734,perf_000000006,Intuit123,perf_000000006@exacttarget.com,1178b2980e1b24acdbb3ec69c7468e54c
123148453231434,perf_000000007,Intuit123,perf_000000007@exacttarget.com,192407d6232e64eebab2920c86fb15d72
123148453232249,perf_000000008,Intuit123,perf_000000008@exacttarget.com,1320732ebf2bf4c1e9d1092a7b0c09be9
123148453233724,perf_000000009,Intuit123,perf_000000009@exacttarget.com,1a80244ed26c5407c804853bc8404ab25
123148453234549,perf_000000010,Intuit123,perf_000000010@exacttarget.com,191aca87ab00e4835afeb3bf9da6fc5f0
123148453235214,perf_000000011,Intuit123,perf_000000011@exacttarget.com,1d8be6d2943dd47f4ae0d96c8fb1b11ae
123148453236869,perf_000000012,Intuit123,perf_000000012@exacttarget.com,1008181f391c5423eb26103af12a435b7
123148453237764,perf_000000013,Intuit123,perf_000000013@exacttarget.com,15ed88c36d40d474589f6264a62dbf956
123148453238619,perf_000000014,Intuit123,perf_000000014@exacttarget.com,1d41bf16f158b47f6a78d1cb05e59a8cc
123148453239419,perf_000000015,Intuit123,perf_000000015@exacttarget.com,10b3bee6a29ed4451a77123ec740332d5
123148453240329,perf_000000016,Intuit123,perf_000000016@exacttarget.com,1643e79ee19a541448a186a0feab6cb9e
123148453241014,perf_000000017,Intuit123,perf_000000017@exacttarget.com,1844b7f55a72a48e5b1cb4109d1df932a
123148453242024,perf_000000018,Intuit123,perf_000000018@exacttarget.com,1cb85f72943664499917c904c9efe09a6
123148453242939,perf_000000019,Intuit123,perf_000000019@exacttarget.com,19e85501cfdc647e8bf7c095d4f4db828
123148453243699,perf_000000020,Intuit123,perf_000000020@exacttarget.com,153d4abfac279433090594e3f6f47773f
123148453244749,perf_000000021,Intuit123,perf_000000021@exacttarget.com,119a9d6a91fb444eba823208de4fde967
123148453245569,perf_000000022,Intuit123,perf_000000022@exacttarget.com,1bfbff8789fae45d78ad00bd1283a555b
123148453246389,perf_000000023,Intuit123,perf_000000023@exacttarget.com,14994f9201c614ec68f6ded93a9a64ed6
123148453247354,perf_000000024,Intuit123,perf_000000024@exacttarget.com,11565c09f20784b92ad3b701176a88e86
123148453248119,perf_000000025,Intuit123,perf_000000025@exacttarget.com,126a9a512bf9f4b238f3be8a78ca1cc21
123148453249004,perf_000000026,Intuit123,perf_000000026@exacttarget.com,1e9ce105fa0884449bba116b67a82830c
123148453249854,perf_000000027,Intuit123,perf_000000027@exacttarget.com,112f2d53a99684f45a8b911d33020fe5c
123148453250759,perf_000000028,Intuit123,perf_000000028@exacttarget.com,106a391ab1e5c4a5da0cecc26d4a3ed1f
123148453251594,perf_000000029,Intuit123,perf_000000029@exacttarget.com,15d19b9b5de5a496f986b6f1b67d5c437
123148453252509,perf_000000030,Intuit123,perf_000000030@exacttarget.com,1cc6fb587dda84037927e871a3fef15ac
123148453253939,perf_000000031,Intuit123,perf_000000031@exacttarget.com,150e2a56b760e4b9095efd1a6d3010807
123148453254494,perf_000000032,Intuit123,perf_000000032@exacttarget.com,1ecd863bfb3ca4f95983201cdcdaf9006
123148453255739,perf_000000033,Intuit123,perf_000000033@exacttarget.com,1c2d54d6ab696460e979d5aa9cb3f6c73
123148453256534,perf_000000034,Intuit123,perf_000000034@exacttarget.com,1fbc849509b6246d38b392d318b48589f
123148453257374,perf_000000035,Intuit123,perf_000000035@exacttarget.com,1608ef58ef0c042359e686f74a4017423
123148453258249,perf_000000036,Intuit123,perf_000000036@exacttarget.com,16f119bbc555c4ce1b5ab98362d5b685d
123148453259169,perf_000000037,Intuit123,perf_000000037@exacttarget.com,1ed75345fa5164141bd00afe86d769c0b
123148453260224,perf_000000038,Intuit123,perf_000000038@exacttarget.com,179e773bf255d408a8d5c7c4019cbf3c5
123148453261149,perf_000000039,Intuit123,perf_000000039@exacttarget.com,1916fc57efc144eb4b7c1a2bac1806ac2
123148453261959,perf_000000040,Intuit123,perf_000000040@exacttarget.com,166597a8e7278405d9409a5e0f76a210f
123148453262854,perf_000000041,Intuit123,perf_000000041@exacttarget.com,1477c81a023154bb3ae7b1909241a0a90
123148453263739,perf_000000042,Intuit123,perf_000000042@exacttarget.com,11a7d8877cfda4fbb89d374c51d28e4bb
123148453264559,perf_000000043,Intuit123,perf_000000043@exacttarget.com,156be490e88e64b74a53efd80922946f9
123148453265389,perf_000000044,Intuit123,perf_000000044@exacttarget.com,120da2d44c3d64d5a8ac4f47283997089
123148453266289,perf_000000045,Intuit123,perf_000000045@exacttarget.com,12a24584f00e14bce82c81eee2284f2ee
123148453267334,perf_000000046,Intuit123,perf_000000046@exacttarget.com,13e638bfe4f0c4392acd5b5a576538ef9
123148453268224,perf_000000047,Intuit123,perf_000000047@exacttarget.com,1d9679d96e95b445f8e78fb60e5333238
123148453268894,perf_000000048,Intuit123,perf_000000048@exacttarget.com,18459a0e10eed4e14a55544fbd8d357ec
123148453269949,perf_000000049,Intuit123,perf_000000049@exacttarget.com,1153f078fb73c416d8050dfb91c67d714
123148453270929,perf_000000050,Intuit123,perf_000000050@exacttarget.com,1c8ac2bb61a344eccbf817cee53ce8ef2
123148453271829,perf_000000051,Intuit123,perf_000000051@exacttarget.com,1e685ce7386b94850a9fefac341f2686d
123148453272704,perf_000000052,Intuit123,perf_000000052@exacttarget.com,19e00254b7e364b5a87832bc29bdf4035
123148453273464,perf_000000053,Intuit123,perf_000000053@exacttarget.com,1941676d89afc4d17ab3acc93860f50e2
123148453274189,perf_000000054,Intuit123,perf_000000054@exacttarget.com,19e4337a9927a4dc2b853bde4c477b22c
123148453275104,perf_000000055,Intuit123,perf_000000055@exacttarget.com,1b84f85804e8c419ab90653d1b4199e0b
123148453276099,perf_000000056,Intuit123,perf_000000056@exacttarget.com,101b0985fb80246f3939495a02a916c2b
123148453276814,perf_000000057,Intuit123,perf_000000057@exacttarget.com,13c3207b638d543369380901286c6b859
123148453278009,perf_000000058,Intuit123,perf_000000058@exacttarget.com,12e768daaf6d540d2aeebaaef29831075
123148453278949,perf_000000059,Intuit123,perf_000000059@exacttarget.com,16812198bb72a4596ae6b41ac8248306b
123148453279989,perf_000000060,Intuit123,perf_000000060@exacttarget.com,1c878cb63c37a40ebae1d61a466531060
123148453280714,perf_000000061,Intuit123,perf_000000061@exacttarget.com,15edf844f75cc414995b96e5ddc9b0b7c
123148453281504,perf_000000062,Intuit123,perf_000000062@exacttarget.com,19b85fcf2baed4b879a4dcef08f67d437
123148453282524,perf_000000063,Intuit123,perf_000000063@exacttarget.com,152db12f674b54054ac69bc356394c410
123148453283364,perf_000000064,Intuit123,perf_000000064@exacttarget.com,1aeca47c0256b4019ba133893c1106e51
123148453284344,perf_000000065,Intuit123,perf_000000065@exacttarget.com,1d120b42e0f0e4a4599f2b57ef5a0dd7e
123148453285184,perf_000000066,Intuit123,perf_000000066@exacttarget.com,184385d3e574d4b359db96c07b1dfbb7c
123148453286009,perf_000000067,Intuit123,perf_000000067@exacttarget.com,18f42d5e5ee724778bfa5ff39753ed8b5
123148453287324,perf_000000068,Intuit123,perf_000000068@exacttarget.com,1719522e996f040d0b3ab958eae2b57f7
123148453288129,perf_000000069,Intuit123,perf_000000069@exacttarget.com,1d00d001982d14d5dad7fed6f02ed08c6
123148453289124,perf_000000070,Intuit123,perf_000000070@exacttarget.com,11a47cd7c1954478e93066d470dbf4bbe
123148453290049,perf_000000071,Intuit123,perf_000000071@exacttarget.com,15d35e8f044be43298f9da357a16a3e4c
123148453290909,perf_000000072,Intuit123,perf_000000072@exacttarget.com,163d67c9a0a84482391aed5724460f292
123148453291954,perf_000000073,Intuit123,perf_000000073@exacttarget.com,1a053b5e0e8ab46b7b83d991600f0fbf4
